player_id,name,sub_position,age,snapshot_date,horizon_months,outcome_due_date,model,current_value_eur,predicted_pct_change,predicted_value_eur,pct_q10,pct_q90
3333,James Milner,Central Midfield,40.41067761806981,2026-06-03,3,2026-10-13,xgboost,500000,-0.1778434,411078.2966017723,-0.41693714,0.02064693
16306,Casemiro,Defensive Midfield,34.275154004106774,2026-06-03,3,2026-10-13,xgboost,6000000,-0.23612605,4583243.697881699,-0.37601417,0.004415402
29692,Lukasz Fabianski,Goalkeeper,41.125256673511295,2026-06-03,3,2026-10-13,xgboost,150000,-0.28843996,106734.00610685349,-0.45883355,0.028484277
29712,John Ruddy,Goalkeeper,39.60848733744011,2026-06-03,3,2026-10-13,xgboost,100000,0.0155763095,101557.63095244765,-0.45449597,0.42823905
34130,Tom Heaton,Goalkeeper,40.134154688569474,2026-06-03,3,2026-10-13,xgboost,100000,-0.09197623,90802.37671732903,-0.4589681,0.12154123
51471,Mateo Kovacic,Central Midfield,32.0766598220397,2026-06-03,3,2026-10-13,xgboost,10000000,-0.23224452,7677554.786205292,-0.32039434,-0.024874719
52570,Fraser Forster,Goalkeeper,38.21218343600274,2026-06-03,3,2026-10-13,xgboost,400000,-0.25172564,299309.7424507141,-0.43730184,0.11799061
61651,Jordan Henderson,Defensive Midfield,35.96167008898015,2026-06-03,3,2026-10-13,xgboost,1200000,-0.21928975,936852.3001670837,-0.41831213,0.012250594
61841,Adam Smith,Right-Back,35.096509240246405,2026-06-03,3,2026-10-13,xgboost,300000,-0.22198297,233405.1087498665,-0.4425994,0.007816716
63200,Ashley Barnes,Centre-Forward,36.591375770020534,2026-06-03,3,2026-10-13,xgboost,150000,-0.32493487,101259.76949930191,-0.47005913,-0.011789734
67063,Danny Welbeck,Centre-Forward,35.51813826146475,2026-06-03,3,2026-10-13,xgboost,3000000,-0.24275576,2271732.732653618,-0.37947246,0.027485007
68390,Séamus Coleman,Right-Back,37.64271047227926,2026-06-03,3,2026-10-13,xgboost,200000,-0.35234383,129531.23450279236,-0.50132614,-0.023513058
72476,Bernd Leno,Goalkeeper,34.247775496235455,2026-06-03,3,2026-10-13,xgboost,6000000,-0.26588362,4404698.2526779175,-0.39650202,0.015836345
73564,Jason Steele,Goalkeeper,35.79192334017796,2026-06-03,3,2026-10-13,xgboost,500000,-0.2214731,389263.45109939575,-0.42191586,0.0047496553
74960,Martin Dúbravka,Goalkeeper,37.379876796714576,2026-06-03,3,2026-10-13,xgboost,500000,-0.15593109,422034.45732593536,-0.41052738,0.02275673
82873,Pascal Groß,Central Midfield,34.9678302532512,2026-06-03,3,2026-10-13,xgboost,2500000,-0.20691672,1982708.2008123398,-0.3835645,-0.005022033
85177,Nathaniel Clyne,Right-Back,35.162217659137575,2026-06-03,3,2026-10-13,xgboost,300000,-0.23103026,230690.92333316803,-0.4494615,-0.0052867783
85941,Stefan Ortega,Goalkeeper,33.57152635181382,2026-06-03,3,2026-10-13,xgboost,4000000,-0.25912264,2963509.440422058,-0.38947055,-0.041905638
95424,Kyle Walker,Right-Back,36.016427104722794,2026-06-03,3,2026-10-13,xgboost,1500000,-0.27710405,1084343.9251184464,-0.429988,-0.033475887
95795,Václav Hladký,Goalkeeper,35.55099247091034,2026-06-03,3,2026-10-13,xgboost,150000,-0.19872046,120191.93172454834,-0.41594794,0.027491285
95810,Kieran Trippier,Right-Back,35.70431211498973,2026-06-03,3,2026-10-13,xgboost,1500000,-0.28273252,1075901.2252092361,-0.42012802,-0.028075544
99331,Jannik Vestergaard,Centre-Back,33.81519507186858,2026-05-28,3,2026-10-07,xgboost,1000000,-0.26367804,736321.9559192657,-0.4333533,-0.03315332
99397,Karl Darlow,Goalkeeper,35.65229295003422,2026-06-03,3,2026-10-13,xgboost,200000,-0.030705001,193858.99975895882,-0.4138846,0.3101646
105470,Alisson,Goalkeeper,33.667351129363446,2026-06-03,3,2026-10-13,xgboost,15000000,-0.26323727,11051440.984010696,-0.35996974,-0.016535634
108725,Chris Wood,Centre-Forward,34.48870636550308,2026-06-03,3,2026-10-13,xgboost,5000000,-0.29242504,3537874.8178482056,-0.36504734,0.004646503
110864,Sam Johnstone,Goalkeeper,33.190965092402465,2026-06-03,3,2026-10-13,xgboost,2000000,-0.29406255,1411874.8903274536,-0.40992376,0.00997511
111051,Nampalys Mendy,Defensive Midfield,33.927446954141,2026-05-28,3,2026-10-07,xgboost,700000,-0.2566791,520324.6384859085,-0.41343635,0.0012190947
111195,Joël Veltman,Right-Back,34.38193018480493,2026-06-03,3,2026-10-13,xgboost,1500000,-0.25017148,1124742.7761554718,-0.39357373,-0.018407252
111455,Granit Xhaka,Defensive Midfield,33.68104038329911,2026-06-03,3,2026-10-13,xgboost,8000000,-0.23887956,6088963.508605957,-0.38868946,0.008084137
111873,Emiliano Martínez,Goalkeeper,33.74948665297741,2026-06-03,3,2026-10-13,xgboost,12000000,-0.22676824,9278781.116008759,-0.34723625,0.0063628135
116648,Marcus Bettinelli,Goalkeeper,34.026009582477755,2026-06-03,3,2026-10-13,xgboost,300000,-0.13124853,260625.43988227844,-0.39936846,0.040161118
118534,Michael Keane,Centre-Back,33.39082819986311,2026-06-03,3,2026-10-13,xgboost,3000000,-0.27715594,2168532.192707062,-0.41938454,-0.007575668
120629,Alphonse Areola,Goalkeeper,33.2621492128679,2026-06-03,3,2026-10-13,xgboost,4000000,-0.2690384,2923846.3640213013,-0.36590755,-0.052028272
121254,Adam Davies,Goalkeeper,33.86173853524983,2026-05-28,3,2026-10-07,xgboost,200000,-0.19584283,160831.4335346222,-0.37848613,-0.007720805
121324,John Egan,Centre-Back,33.60164271047228,2026-05-28,3,2026-10-07,xgboost,1000000,-0.20539641,794603.5861968994,-0.39397156,-0.015892021
123275,Tom Cairney,Central Midfield,35.36755646817249,2026-06-03,3,2026-10-13,xgboost,500000,-0.28585157,357074.21600818634,-0.44733343,-0.026492685
123536,Simon Moore,Goalkeeper,36.04106776180698,2026-06-03,3,2026-10-13,xgboost,75000,0.06551932,79913.94884884357,-0.41967234,0.063803166
123682,Callum Wilson,Centre-Forward,34.26420260095825,2026-06-03,3,2026-10-13,xgboost,4000000,-0.2736608,2905356.764793396,-0.39104933,-0.04262206
124884,Marco Bizot,Goalkeeper,35.233401779603014,2026-06-03,3,2026-10-13,xgboost,1500000,-0.19231194,1211532.086133957,-0.37484816,-0.013969804
126600,Kenny McLean,Central Midfield,34.38466803559206,2026-05-28,3,2026-10-07,xgboost,400000,-0.24667813,301328.74846458435,-0.43427607,-0.019442469
126664,Lucas Digne,Left-Back,32.87063655030801,2026-06-03,3,2026-10-13,xgboost,6000000,-0.23304006,4601759.612560272,-0.37854517,0.007701214
126665,Idrissa Gueye,Defensive Midfield,36.68446269678302,2026-06-03,3,2026-10-13,xgboost,500000,-0.23868442,380657.7920913696,-0.42745194,0.03636968
127181,Benjamin Lecomte,Goalkeeper,35.1047227926078,2026-06-03,3,2026-10-13,xgboost,800000,-0.22617263,619061.8991851807,-0.37719274,0.022976143
127202,Matz Sels,Goalkeeper,34.26694045174538,2026-06-03,3,2026-10-13,xgboost,3500000,-0.24996315,2625128.9770007133,-0.34042814,-0.0016014816
130164,Jordan Pickford,Goalkeeper,32.24093086926762,2026-06-03,3,2026-10-13,xgboost,13000000,-0.24426518,9824552.610516548,-0.37604377,0.035549484
131978,Ross Barkley,Central Midfield,32.492813141683776,2026-06-03,3,2026-10-13,xgboost,4000000,-0.15370537,3385178.506374359,-0.36812642,0.029557334
131996,Bertrand Traoré,Right Winger,30.740588637919235,2026-06-03,3,2026-10-13,xgboost,4000000,-0.1458118,3416752.815246582,-0.35474774,0.059654683
134270,Dan Burn,Centre-Back,34.06707734428473,2026-06-03,3,2026-10-13,xgboost,4000000,-0.22257893,3109684.2885017395,-0.3867884,0.0042118994
135343,Fabian Schär,Centre-Back,34.45311430527036,2026-06-03,3,2026-10-13,xgboost,4000000,-0.304866,2780536.0555648804,-0.406449,-0.06022342
136401,Daniel Bentley,Goalkeeper,32.889801505817935,2026-06-03,3,2026-10-13,xgboost,800000,-0.29890952,560872.3878860474,-0.44363376,-0.051527005
139208,Virgil van Dijk,Centre-Back,34.90485968514716,2026-06-03,3,2026-10-13,xgboost,15000000,-0.2730011,10904983.431100845,-0.42904952,-0.013522526
141573,George Saville,Central Midfield,32.94455852156057,2026-05-12,3,2026-09-21,xgboost,700000,-0.24660714,527375.0022053719,-0.38554338,0.0033983595
142310,Willy Boly,Centre-Back,35.32922655715264,2026-06-03,3,2026-10-13,xgboost,300000,-0.30878282,207365.15522003174,-0.43870732,0.0020610697
142389,Mark Gillespie,Goalkeeper,34.18480492813142,2026-06-03,3,2026-10-13,xgboost,100000,-0.12370592,87629.40764427185,-0.41293758,0.050187852
144028,Leandro Trossard,Left Winger,31.496235455167692,2026-06-03,3,2026-10-13,xgboost,18000000,-0.17194769,14904941.618442535,-0.30699992,0.004509217
146310,Wataru Endo,Defensive Midfield,33.31143052703628,2026-06-03,3,2026-10-13,xgboost,4000000,-0.22553043,3097878.2773017883,-0.37117192,-0.026156848
148153,Lewis Dunk,Centre-Back,34.53251197809719,2026-06-03,3,2026-10-13,xgboost,3500000,-0.32324335,2368648.275732994,-0.41877624,-0.0019751976
148367,Christian Nørgaard,Defensive Midfield,32.23271731690623,2026-06-03,3,2026-10-13,xgboost,5000000,-0.23111588,3844420.611858368,-0.34286955,-0.0068701063
148455,Mohamed Salah,Right Winger,33.96577686516085,2026-06-03,3,2026-10-13,xgboost,22000000,-0.31624785,15042547.285556793,-0.38432539,-0.04332986
167268,Paddy McNair,Centre-Back,31.085557837097877,2026-05-28,3,2026-10-07,xgboost,1500000,-0.17431828,1238522.5743055344,-0.3523157,0.03515311
171679,Matt Doherty,Right-Back,34.379192334017795,2026-06-03,3,2026-10-13,xgboost,1000000,-0.2942048,705795.1986789703,-0.43613964,-0.06887093
173504,James Tarkowski,Centre-Back,33.53593429158111,2026-06-03,3,2026-10-13,xgboost,5000000,-0.22216703,3889164.850115776,-0.4060432,0.011382165
177476,Nathan Aké,Centre-Back,31.288158795345655,2026-06-03,3,2026-10-13,xgboost,12000000,-0.19331728,9680192.649364471,-0.29397106,-0.034740977
177907,Harry Maguire,Centre-Back,33.24572210814511,2026-06-03,3,2026-10-13,xgboost,8000000,-0.24176282,6065897.464752197,-0.37018427,-0.036592655
181579,James Ward-Prowse,Central Midfield,31.586584531143053,2026-06-03,3,2026-10-13,xgboost,5000000,-0.30395338,3480233.1030368805,-0.42090264,-0.039100613
183288,Luke Shaw,Left-Back,30.89390828199863,2026-06-03,3,2026-10-13,xgboost,8000000,-0.19819191,6414464.712142944,-0.35431182,0.04766851
184528,Emil Krafth,Right-Back,31.835728952772072,2026-06-03,3,2026-10-13,xgboost,750000,-0.2726909,545481.8308353424,-0.3905221,-0.0008509726
184573,Victor Lindelöf,Centre-Back,31.87953456536619,2026-06-03,3,2026-10-13,xgboost,5000000,-0.21356604,3932169.8248386383,-0.38705713,0.02949673
186186,Bobby De Cordova-Reid,Attacking Midfield,33.31416837782341,2026-05-28,3,2026-10-07,xgboost,700000,-0.30915245,483593.2821035385,-0.39820907,0.0015976357
186590,John Stones,Centre-Back,32.016427104722794,2026-06-03,3,2026-10-13,xgboost,12000000,-0.23691306,9157043.33782196,-0.3227502,-0.04583773
188077,Ryan Christie,Central Midfield,31.277207392197127,2026-06-03,3,2026-10-13,xgboost,8000000,-0.18711822,6503054.261207581,-0.31396076,0.054994263
192080,Nick Pope,Goalkeeper,34.12183436002738,2026-06-03,3,2026-10-13,xgboost,5000000,-0.2797886,3601056.933403015,-0.3892183,0.06786362
192279,Kepa Arrizabalaga,Goalkeeper,31.665982203969882,2026-06-03,3,2026-10-13,xgboost,5000000,-0.21982218,3900889.0837430954,-0.40270677,0.028155329
192765,Ben Davies,Centre-Back,33.1088295687885,2026-06-03,3,2026-10-13,xgboost,3000000,-0.35867265,1923982.0539951324,-0.46196634,-0.07262613
193116,John McGinn,Central Midfield,31.6249144421629,2026-06-03,3,2026-10-13,xgboost,13000000,-0.21619566,10189456.447958946,-0.33249417,0.018281486
194386,Alex Cairns,Goalkeeper,33.40999315537303,2026-06-03,3,2026-10-13,xgboost,50000,0.18548992,59274.496138095856,-0.40486306,0.06929703
196722,Remi Matthews,Goalkeeper,32.309377138945926,2026-06-03,3,2026-10-13,xgboost,200000,-0.060991857,187801.6285598278,-0.37472987,0.16210334
199527,Jacob Murphy,Right Winger,31.27173169062286,2026-06-03,3,2026-10-13,xgboost,12000000,-0.14778015,10226638.197898865,-0.30451953,0.08579993
201574,Angus Gunn,Goalkeeper,30.362765229295004,2026-06-03,3,2026-10-13,xgboost,1000000,-0.18291682,817083.1799507141,-0.38452986,0.073508136
203460,Jack Grealish,Left Winger,30.729637234770706,2026-06-03,3,2026-10-13,xgboost,20000000,-0.17973194,16405361.294746399,-0.3501387,0.0039597014
204103,Adama Traoré,Right Winger,30.354551676933607,2026-06-03,3,2026-10-13,xgboost,6000000,-0.23811936,4571283.81729126,-0.3757093,0.02237833
206040,Raúl Jiménez,Centre-Forward,35.08008213552361,2026-06-03,3,2026-10-13,xgboost,3000000,-0.22544987,2323650.375008583,-0.38845828,0.015281214
206225,Isaac Hayden,Defensive Midfield,31.184120465434635,2026-05-28,3,2026-10-07,xgboost,400000,-0.15203992,339184.033870697,-0.37665266,0.104348116
206746,Kenny Tete,Right-Back,30.650239561943874,2026-06-03,3,2026-10-13,xgboost,8000000,-0.15801011,6735919.117927551,-0.3060961,0.028538652
207014,Will Hughes,Central Midfield,31.129363449691994,2026-06-03,3,2026-10-13,xgboost,5000000,-0.18261677,4086916.148662567,-0.34356353,0.07084278
209212,Solly March,Right Winger,31.871321013004792,2026-06-03,3,2026-10-13,xgboost,1000000,-0.3273342,672665.8046245575,-0.4616957,-0.004572974
212847,Adam Webster,Centre-Back,31.411362080766597,2026-06-03,3,2026-10-13,xgboost,3000000,-0.2802587,2159223.9439487457,-0.37977958,-0.007394431
214666,Connor Roberts,Right-Back,30.694045174537987,2026-06-03,3,2026-10-13,xgboost,1500000,-0.25216004,1121759.9362134933,-0.38239577,0.0047018933
215810,Tom King,Goalkeeper,31.236139630390145,2026-06-03,3,2026-10-13,xgboost,100000,0.039716426,103971.64262831211,-0.33677766,0.13982737
226049,Freddie Woodman,Goalkeeper,29.248459958932237,2026-06-03,3,2026-10-13,xgboost,3000000,0.028426994,3085280.980914831,-0.30633685,0.35819638
226973,Harrison Reed,Central Midfield,31.34839151266256,2026-06-03,3,2026-10-13,xgboost,2000000,-0.22013538,1559729.2482852936,-0.3778315,0.023167396
234803,Andrew Robertson,Left-Back,32.2299794661191,2026-06-03,3,2026-10-13,xgboost,7000000,-0.2965129,4924409.6875190735,-0.34793684,-0.018495474
236490,Ola Aina,Right-Back,29.650924024640656,2026-06-03,3,2026-10-13,xgboost,18000000,-0.16625087,15007484.34662819,-0.27230644,0.016411295
236953,Sam Byram,Left-Back,32.71184120465435,2026-06-03,3,2026-10-13,xgboost,400000,-0.2322882,307084.721326828,-0.42047775,0.05073091
240306,Bruno Fernandes,Attacking Midfield,31.734428473648187,2026-06-03,3,2026-10-13,xgboost,35000000,-0.19652247,28121713.399887085,-0.35894668,0.0048537273
240692,Reinildo Mandava,Left-Back,32.36413415468857,2026-06-03,3,2026-10-13,xgboost,4000000,-0.17273806,3309047.758579254,-0.35777068,0.105884224
241641,Bernardo Silva,Attacking Midfield,31.813826146475016,2026-06-03,3,2026-10-13,xgboost,22000000,-0.22463776,17057969.242334366,-0.4059031,-0.010226585
242606,Josh Cullen,Central Midfield,30.154688569472963,2026-06-03,3,2026-10-13,xgboost,4000000,-0.21367687,3145292.5205230713,-0.35643455,0.0047813654
242631,Alex Iwobi,Left Winger,30.083504449007528,2026-06-03,3,2026-10-13,xgboost,20000000,-0.125677,17486459.9108696,-0.28033078,0.027554318
243591,Lawrence Vigouroux,Goalkeeper,32.5201916495551,2026-05-28,3,2026-10-07,xgboost,450000,-0.022756996,439759.35196503997,-0.25030446,0.2954096
245056,Saša Lukić,Central Midfield,29.804243668720055,2026-06-03,3,2026-10-13,xgboost,10000000,-0.12360575,8763942.494988441,-0.2812136,0.07289526
249089,Lewis Cook,Central Midfield,29.32785763175907,2026-06-03,3,2026-10-13,xgboost,11000000,-0.159418,9246401.980519295,-0.2782599,0.0032628467
249565,Youri Tielemans,Central Midfield,29.073237508555785,2026-06-03,3,2026-10-13,xgboost,30000000,-0.14559326,25632202.327251434,-0.2731631,0.009532964
249994,José Sá,Goalkeeper,33.374401095140314,2026-06-03,3,2026-10-13,xgboost,3500000,-0.30178744,2443743.973970413,-0.42654744,-0.05547245
250426,Adam Armstrong,Centre-Forward,29.308692676249144,2026-06-03,3,2026-10-13,xgboost,6000000,-0.26457426,4412554.442882538,-0.32718766,-0.046592664
250478,Matt Targett,Left-Back,30.691307323750856,2026-05-28,3,2026-10-07,xgboost,3000000,-0.1949263,2415221.080183983,-0.3633654,0.027963052
251106,Enes Ünal,Centre-Forward,29.065023956194388,2026-06-03,3,2026-10-13,xgboost,7000000,-0.07110846,6502240.777015686,-0.2817135,0.18325785
251912,Semi Ajayi,Centre-Back,32.54757015742642,2026-05-28,3,2026-10-07,xgboost,700000,-0.1898447,567108.7116003036,-0.3852245,0.04826381
253677,Tyrone Mings,Centre-Back,33.223819301848046,2026-06-03,3,2026-10-13,xgboost,3000000,-0.2528882,2241335.391998291,-0.39615953,-0.047577627
255788,Cameron Burgess,Centre-Back,30.600958247775495,2026-05-28,3,2026-10-07,xgboost,1500000,-0.10974577,1335381.343960762,-0.32054427,0.04300358
256178,Joe Gomez,Centre-Back,29.02943189596167,2026-06-03,3,2026-10-13,xgboost,13000000,-0.15513116,10983294.904232025,-0.28469762,-0.00026277237
257455,João Palhinha,Defensive Midfield,30.902121834360027,2026-06-03,3,2026-10-13,xgboost,15000000,-0.19176643,12123503.610491753,-0.31358752,0.0014010263
258004,Rúben Dias,Centre-Back,29.05407255304586,2026-06-03,3,2026-10-13,xgboost,55000000,-0.12981017,47860440.6863451,-0.24003308,-0.0008301769
258216,Kasey Palmer,Attacking Midfield,29.503080082135522,2026-05-12,3,2026-09-21,xgboost,900000,-0.057003636,848696.7276781797,-0.24125308,0.29829255
258878,Tosin Adarabioyo,Centre-Back,28.689938398357288,2026-06-03,3,2026-10-13,xgboost,16000000,-0.12120915,14060653.567314148,-0.25696206,0.06246375
258889,Dominic Solanke,Centre-Forward,28.71731690622861,2026-06-03,3,2026-10-13,xgboost,28000000,-0.14638118,23901326.835155487,-0.25541988,0.023907077
258919,Dean Henderson,Goalkeeper,29.22655715263518,2026-06-03,3,2026-10-13,xgboost,28000000,-0.041484,26838448.04763794,-0.25104636,0.24351996
260827,Joachim Andersen,Centre-Back,30.00684462696783,2026-06-03,3,2026-10-13,xgboost,20000000,-0.10387484,17922503.20315361,-0.27975383,0.03756248
262226,Timothy Castagne,Right-Back,30.494182067077343,2026-06-03,3,2026-10-13,xgboost,8000000,-0.13185608,6945151.329040527,-0.30249184,0.052513182
262300,Ryan Manning,Left-Back,29.95208761122519,2026-05-28,3,2026-10-07,xgboost,2800000,-0.10517244,2505517.166852951,-0.3345405,0.23017748
262749,David Raya,Goalkeeper,30.715947980835043,2026-06-03,3,2026-10-13,xgboost,30000000,-0.14615774,25615267.753601074,-0.28280503,0.019117026
262980,Jefferson Lerma,Defensive Midfield,31.60574948665298,2026-06-03,3,2026-10-13,xgboost,6000000,-0.19606782,4823593.05024147,-0.38557398,0.05455437
263236,Kevin Danso,Centre-Back,27.704312114989733,2026-06-03,3,2026-10-13,xgboost,20000000,-0.045562547,19088749.065995216,-0.22716685,0.22055084
270171,Vitaly Janelt,Defensive Midfield,28.06570841889117,2026-06-03,3,2026-10-13,xgboost,16000000,-0.06615301,14941551.804542542,-0.24992716,0.14466196
272622,Issa Diop,Centre-Back,29.39630390143737,2026-06-03,3,2026-10-13,xgboost,8000000,-0.14485416,6841166.734695435,-0.31405744,0.01022318
273742,Viktor Johansson,Goalkeeper,27.701574264202602,2026-05-28,3,2026-10-07,xgboost,12000000,-0.053115606,11362612.7243042,-0.19695652,0.2607236
277033,David Brooks,Right Winger,28.903490759753595,2026-06-03,3,2026-10-13,xgboost,12000000,-0.1566331,10120402.872562408,-0.26220888,0.026659794
279455,Harry Wilson,Right Winger,29.19917864476386,2026-06-03,3,2026-10-13,xgboost,25000000,-0.044439938,23889001.552015543,-0.20719466,0.21785088
282939,Luke O'Nien,Centre-Back,31.531827515400412,2026-06-03,3,2026-10-13,xgboost,700000,-0.24095765,531329.6467065811,-0.37231758,0.0037670757
283628,Tomáš Souček,Defensive Midfield,31.263518138261464,2026-06-03,3,2026-10-13,xgboost,10000000,-0.22288455,7771154.493093491,-0.35076728,0.0038554352
284320,Dion Charles,Centre-Forward,30.595482546201232,2026-05-12,3,2026-09-21,xgboost,500000,-0.12688676,436556.6223859787,-0.32892713,0.08411036
284857,Marc Cucurella,Left-Back,27.865845311430526,2026-06-03,3,2026-10-13,xgboost,50000000,-0.061174314,46941284.27654505,-0.21347524,0.18738092
286047,Guglielmo Vicario,Goalkeeper,29.65366187542779,2026-06-03,3,2026-10-13,xgboost,18000000,-0.13909419,15496304.601430893,-0.25051525,0.009926303
292246,Hee-chan Hwang,Centre-Forward,30.351813826146476,2026-06-03,3,2026-10-13,xgboost,6000000,-0.2442353,4534588.158130646,-0.3771556,-0.0066940193
293194,Borna Sosa,Left-Back,28.36413415468857,2026-06-03,3,2026-10-13,xgboost,3000000,-0.080388226,2758835.3231549263,-0.3019652,0.18184339
293213,Amir Hadziahmetovic,Defensive Midfield,29.22108145106092,2026-05-28,3,2026-10-07,xgboost,4000000,-0.13931985,3442720.592021942,-0.2426187,0.2178607
293281,Jacob Bruun Larsen,Left Winger,27.704312114989733,2026-06-03,3,2026-10-13,xgboost,4000000,-0.06266255,3749349.8027324677,-0.25976494,0.23230614
294057,James Maddison,Attacking Midfield,29.52498288843258,2026-06-03,3,2026-10-13,xgboost,20000000,-0.24130458,15173908.472061157,-0.2720741,-0.05876195
295313,Taiwo Awoniyi,Centre-Forward,28.80766598220397,2026-06-03,3,2026-10-13,xgboost,8000000,-0.13032185,6957425.236701965,-0.2633311,0.057707854
296582,Max O'Leary,Goalkeeper,29.6290212183436,2026-05-28,3,2026-10-07,xgboost,2000000,0.00013601035,2000272.0206975937,-0.2135979,0.39273235
296802,Walter Benítez,Goalkeeper,33.36892539356605,2026-06-03,3,2026-10-13,xgboost,4000000,-0.22874293,3085028.290748596,-0.3765257,0.007945868
296978,Liam Cullen,Attacking Midfield,27.096509240246405,2026-05-28,3,2026-10-07,xgboost,3200000,0.14534707,3665110.6357574463,-0.08192749,0.5354658
297212,Joe Rodon,Centre-Back,28.61327857631759,2026-06-03,3,2026-10-13,xgboost,18000000,0.05849011,19052821.956574917,-0.08677571,0.29335973
297257,Mikey Johnston,Left Winger,27.107460643394933,2026-05-28,3,2026-10-07,xgboost,4000000,0.023634732,4094538.927078247,-0.18685678,0.4743341
306024,Dominic Calvert-Lewin,Centre-Forward,29.215605749486652,2026-06-03,3,2026-10-13,xgboost,22000000,-0.068838924,20485543.66827011,-0.2406872,0.18343072
309400,Kai Havertz,Centre-Forward,26.978781656399725,2026-06-03,3,2026-10-13,xgboost,55000000,0.05959401,58277670.49893737,-0.10920467,0.19140144
314241,Josh Laurent,Central Midfield,31.077344284736483,2026-06-03,3,2026-10-13,xgboost,1500000,-0.10660654,1340090.1854038239,-0.33864874,0.033638746
314288,Lukas Nmecha,Centre-Forward,27.468856947296374,2026-06-03,3,2026-10-13,xgboost,10000000,0.047209788,10472097.881138325,-0.19220947,0.42092103
314367,Marcus Edwards,Right Winger,27.498973305954827,2026-06-03,3,2026-10-13,xgboost,6000000,-0.119905226,5280568.644404411,-0.27497032,0.17235573
314875,Jarrod Bowen,Right Winger,29.451060917180012,2026-06-03,3,2026-10-13,xgboost,30000000,-0.13310489,26006853.28245163,-0.27960348,0.0023674713
315858,Gianluigi Donnarumma,Goalkeeper,27.26899383983573,2026-06-03,3,2026-10-13,xgboost,45000000,-0.0005947724,44973235.24206877,-0.19546773,0.26151484
316264,Martin Ødegaard,Attacking Midfield,27.460643394934976,2026-06-03,3,2026-10-13,xgboost,65000000,-0.018485278,63798456.93707466,-0.20655714,0.20534302
318508,Olivier Boscagli,Centre-Back,28.539356605065024,2026-06-03,3,2026-10-13,xgboost,15000000,-0.058762327,14118565.09745121,-0.25317264,0.21082048
319301,Daniel James,Right Winger,28.56125941136208,2026-06-03,3,2026-10-13,xgboost,10000000,-0.16900744,8309925.6455898285,-0.27559504,0.061504938
319859,Mathias Jensen,Central Midfield,30.420260095824776,2026-06-03,3,2026-10-13,xgboost,10000000,-0.1467587,8532412.946224213,-0.3190088,0.05839792
321247,Emiliano Buendía,Left Winger,29.437371663244353,2026-06-03,3,2026-10-13,xgboost,16000000,-0.10138916,14377773.404121399,-0.27695927,0.05725376
324358,Ollie Watkins,Centre-Forward,30.425735797399042,2026-06-03,3,2026-10-13,xgboost,25000000,-0.1424788,21438030.153512955,-0.29581308,0.035806894
325443,Viktor Gyökeres,Centre-Forward,27.99726214921287,2026-06-03,3,2026-10-13,xgboost,65000000,-0.03347832,62823909.22307968,-0.19425784,0.18356705
326031,Matthijs de Ligt,Centre-Back,26.809034907597535,2026-06-03,3,2026-10-13,xgboost,30000000,-0.110451095,26686467.15581417,-0.24847306,0.11996898
328658,Kristoffer Ajer,Centre-Back,28.128678986995208,2026-06-03,3,2026-10-13,xgboost,18000000,-0.0035936374,17935314.5272471,-0.20431307,0.2833279
330659,Justin Kluivert,Attacking Midfield,27.080082135523615,2026-06-03,3,2026-10-13,xgboost,25000000,-0.111636125,22209096.886217594,-0.2403337,0.10159458
331726,Tammy Abraham,Centre-Forward,28.66803559206023,2026-06-03,3,2026-10-13,xgboost,18000000,-0.13073218,15646820.783615112,-0.24784133,0.051411
332705,Tyler Adams,Defensive Midfield,27.299110198494184,2026-06-03,3,2026-10-13,xgboost,25000000,0.0077728606,25194321.51457295,-0.20726481,0.26596013
333014,Sander Berge,Defensive Midfield,28.298425735797398,2026-06-03,3,2026-10-13,xgboost,25000000,-0.03394466,24151383.52662325,-0.22726393,0.23787187
333241,Joelinton,Central Midfield,29.801505817932924,2026-06-03,3,2026-10-13,xgboost,25000000,-0.15529835,21117541.193962097,-0.27565497,-0.0066336733
335721,Ben White,Right-Back,28.65160848733744,2026-06-03,3,2026-10-13,xgboost,30000000,-0.0677185,27968445.047736168,-0.24013393,0.14816716
336077,Altay Bayındır,Goalkeeper,28.136892539356605,2026-06-03,3,2026-10-13,xgboost,5000000,-0.10282255,4485887.251794338,-0.2923159,0.22020715
338424,Mikel Merino,Central Midfield,29.946611909650922,2026-06-03,3,2026-10-13,xgboost,25000000,-0.15452199,21136950.328946114,-0.2644215,-0.004258109
338629,Sebastiaan Bornauw,Centre-Back,27.200547570157426,2026-06-03,3,2026-10-13,xgboost,8000000,-0.00042896863,7996568.250935525,-0.20731574,0.38500202
339340,Tyrell Malacia,Left-Back,26.795345653661876,2026-06-03,3,2026-10-13,xgboost,4000000,-6.2724765e-05,3999749.100941699,-0.30051222,0.35229322
339556,Rico Henry,Left-Back,28.903490759753595,2026-06-03,3,2026-10-13,xgboost,13000000,-0.16117014,10904788.181185722,-0.27597553,0.029479792
340321,Josh Dasilva,Central Midfield,27.61122518822724,2026-06-03,3,2026-10-13,xgboost,1500000,-0.20349707,1194754.3993592262,-0.3188036,0.18433043
340324,Eddie Nketiah,Centre-Forward,27.01163586584531,2026-06-03,3,2026-10-13,xgboost,10000000,-0.109941974,8900580.257177353,-0.25710058,0.17567171
